River Temperature,Saturated Dissolved Oxygen
25.463942811895095,8.193426866357061
25.552219787140736,8.180204493640117
25.724471622070972,8.154511652277952
25.79168826451263,8.144524053641339
25.825634643442015,8.139488163248807
25.80099332787123,8.143143119776564
25.559331927270392,8.179140847589824
25.613735285059317,8.171012650930631
25.586791387632886,8.175036463071017
25.537747092161947,8.18236968672951
25.51581322992077,8.18565302844521
25.51417280239694,8.18589868160863
25.516536214695712,8.185544765959815
25.561079912135128,8.17887946734034
25.718922090660556,8.155337206095185
25.774531087887965,8.147071369552568
25.81665966002894,8.140819057135248
25.736414333332636,8.15273553928556
25.599958685520246,8.173069619514772
25.625477555024755,8.169260142485319
25.578800162123922,8.176230544220335
25.619269858164046,8.170186545698654
25.477449164711395,8.191401416731564
25.488564183058298,8.189735237487575
25.506708607858396,8.187016604254366
25.562272302788582,8.178701174794805
25.666134229885984,8.163197310773022
25.779770982370632,8.146293257493129
25.90465937239414,8.127786066759532
25.77411375115926,8.147133348677027
25.62727255170737,8.16899230119454
25.54995306960373,8.180543540377911
25.58595671417547,8.175161169036166
25.553318688383634,8.180040133166456
25.523263463374004,8.184537522692203
25.491570802501677,8.189284637198073
25.476462913756333,8.191549287867645
25.597613436878376,8.173419876426943
25.73787426396783,8.15251846576112
25.844983710460227,8.136620199641376
25.97846365266099,8.116883584844444
25.891740880991396,8.129697041455389
25.6872403992124,8.16005301260324
25.621408895877494,8.16986730643581
25.572370085118642,8.177191574449637
25.554171311807874,8.179912611968865
25.569046848204856,8.177688338431052
25.472080130189617,8.192206466551513
25.532332185502725,8.183180044480741
25.607964050189587,8.171874236984962
25.725967452639818,8.15428915609322
25.800946957123593,8.143150000489866
25.88107012432344,8.131276111913063
25.803621003570502,8.142753229316591
25.632672500060902,8.168186638158161
25.596488358600524,8.17358791334881
25.66450876066784,8.163439553650838
25.672087635549993,8.16231018526018
25.608384699114556,8.171811433038831
25.460921234146024,8.193880110800285
25.523536701757912,8.184496616430112
25.637972548301445,8.167396015541122
25.73293802309064,8.153252464150093
25.87798422585991,8.131732866681979
25.94335650921018,8.122066473467356
25.747775166503022,8.151046591911243
25.66785443504016,8.162940963172035
25.609606792689302,8.171628976188153
25.63362584274345,8.168044415537297
25.62124435451492,8.169891862526732
25.586775930717007,8.175038772410261
25.536670094152377,8.182530851637893
25.55674414038629,8.1795278323069
25.674903536595842,8.161890642686535
25.75950397399334,8.149303583053134
25.900164900144947,8.128450824768976
25.899064966066657,8.12861352576858
25.740525872956205,8.152124230388806
25.65940299232618,8.16420054577081
25.674181798346375,8.161998171243352
25.556449461764227,8.179571901390347
25.642829189623367,8.16667165496131
25.608276500703408,8.171827587254628
25.53074660509975,8.183417358216905
25.492946966625016,8.189078406808044
25.59574204599171,8.173699382779603
25.683979488572316,8.160538669096827
25.754375269582958,8.150065675429959
25.950386912883758,8.121028107257695
25.72435793894774,8.15452856242348
25.799308025430328,8.143393199558544
25.68200499222144,8.160832760960613
25.656764845812923,8.164593798542619
25.689618769816864,8.159698827205753
25.559695414098623,8.179086493351464
25.573063651892397,8.177087905402438
